Link Name,Source Physical Location,Source NE Name,Source NE ID,Source Board,Source Port,Sink Physical Location,Sink NE Name,Sink NE ID,Sink Board,Sink Port,Level,Up and down Rate Ratio(TX:RX),Source Protect Type,Sink Protect Type,Source Protection Group ID,Sink Protection Group ID,Source Protect Unit Type,Sink Protect Unit Type,Source Revertive Mode,Sink Revertive Mode,Source Protection Group Active Work Unit,Sink Protection Group Active Work Unit,Source XPIC Group ID,Sink XPIC Group ID,Source XPIC Group Capacity (Mbit/s),Sink XPIC Group Capacity (Mbit/s),Source XPIC Polarization Direction,Sink XPIC Polarization Direction,Source XPIC Adjoin NEID,Sink XPIC Adjoin NEID,Source XPIC Adjoin LinkID,Sink XPIC Adjoin LinkID,Source Frequency(GHz),Sink Frequency(GHz),Source ODU Frequency Range(MHz),Sink ODU Frequency Range(MHz),Source Equipment Infomation,Sink Equipment Infomation,Source Station Type,Sink Station Type,Source NE Frequency (MHz),Sink NE Frequency (MHz),Source NE Radio Work Mode,Sink NE Radio Work Mode,Source NE Preset Value of Transmit Power,Sink NE Preset Value of Transmit Power,Source NE Current Value of Transmit Power,Sink NE Current Value of Transmit Power,Source NE Preset Value of Receive Power,Sink NE Preset Value of Receive Power,Source NE Current Value of Receive Power,Sink NE Current Value of Receive Power,Source NE Max Value of Transmit Power of 24-Hour PM,Sink NE Max Value of Transmit Power of 24-Hour PM,Source NE Min Value of Transmit Power of 24-Hour PM,Sink NE Min Value of Transmit Power of 24-Hour PM,Source NE Max Value of Receive Power of 24-Hour PM,Sink NE Max Value of Receive Power of 24-Hour PM,Source NE Min Value of Receive Power of 24-Hour PM,Sink NE Min Value of Receive Power of 24-Hour PM,Source NE Guaranteed E1 Capacity,Sink NE Guaranteed E1 Capacity,Source NE Occupied E1 Capacity,Sink NE Occupied E1 Capacity,Source NE E1 Capacity Usage (%),Sink NE E1 Capacity Usage (%),Source NE Ethernet Capacity (Mbit/s),Sink NE Ethernet Capacity (Mbit/s),Source NE Max. Ethernet Throughput (kbps),Sink NE Max. Ethernet Throughput (kbps),Source NE Min. Ethernet Throughput (kbps),Sink NE Min. Ethernet Throughput (kbps),Source NE Average Ethernet Throughput (kbps),Sink NE Average Ethernet Throughput (kbps),Source NE ATPC Enable Status,Sink NE ATPC Enable Status,Source NE ATPC Upper Threshold,Sink NE ATPC Upper Threshold,Source NE ATPC Lower Threshold,Sink NE ATPC Lower Threshold,Source NE ATPC Automatic Threshold Enable Status,Sink NE ATPC Automatic Threshold Enable Status,Source NE ATPC Upper Automatic Threshold,Sink NE ATPC Upper Automatic Threshold,Source NE ATPC Lower Automatic Threshold,Sink NE ATPC Lower Automatic Threshold,Source NE AM Status,Sink NE AM Status,Source AM Full Capacity Modulation Format,Sink AM Full Capacity Modulation Format,Source AM Guaranteed Capacity Modulation Format,Sink AM Guaranteed Capacity Modulation Format,Highest-Order AM Scheme for Source NE,Highest-Order AM Scheme for Sink NE,Lowest-Order AM Scheme for Source NE,Lowest-Order AM Scheme for Sink NE,Link ID,Site Distance
l-1,,4817-RAJ_X0473_NE_1,Sep-17,6-ISV3,1(4821-RAJ_X0164_NE_1),,4821-RAJ_X0164_NE_1,Sep-21,3-ISV3,1(4817-RAJ_X0473_NE_1),Hybrid(101Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,"[11205.000,11505.000]","[10675.000,10975.000]",XMC-2,XMC-2,TX high,TX low,11446,10916,"2E1,14MHz,512QAMLight","2E1,14MHz,512QAMLight",16,16,7.2,6.9,-10,-10,-45.9,-45.7,8.4,8.1,7.2,6.9,-43.5,-43.6,-46.8,-46.7,2,2,2,2,100,100,95.996,95.996,20338,96953,437,427,7960,25601,Enabled,Enabled,-43,-43,-48,-48,Disabled,Disabled,-,-,-,-,Enabled,Enabled,512QAMLight,512QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,9407,-
l-2,,4817-RAJ_X0473_NE_1,Sep-17,3-ISV3,1(4408-RAJ_X0437_NE_1),,4408-RAJ_X0437_NE_1,Sep-08,4-ISV3,1(4817-RAJ_X0473_NE_1),Hybrid(210Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,"[11205.000,11505.000]","[10675.000,10975.000]",XMC-2,XMC-2,TX high,TX low,11439,10909,"2E1,28MHz,512QAMLight","2E1,28MHz,512QAMLight",19,19,13,12,-10,-10,-43.1,-41.7,13,12,12,12,-40.5,-41.7,-44.6,-43.8,2,2,2,2,100,100,205.221,205.221,187455,57171,2229,2016,81876,26298,Enabled,Enabled,-40,-40,-45,-45,Disabled,Disabled,-,-,-,-,Enabled,Enabled,512QAMLight,512QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,9408,-
l-3,,4817-RAJ_X0473_NE_1,Sep-17,4-ISV3,1(4819-RAJ_X1271_NE_1),,4819-RAJ_X1271_NE_1,Sep-19,3-ISV3,1(4817-RAJ_X0473_NE_1),Hybrid(109Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,"[10915.000,11215.000]","[11445.000,11745.000]",XMC-2,XMC-2,TX low,TX high,11038,11568,"0E1,14MHz,1024QAMLight","0E1,14MHz,1024QAMLight",18,18,5.1,4,-10,-10,-55.6,-54.3,6.1,7.2,0,-0.9,-52,-52,-57,-56.6,0,0,0,0,-,-,108.702,108.702,24364,86457,473,411,8696,27285,Enabled,Enabled,-52,-52,-57,-57,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,9409,-
l-1,,37800-KHU_G1473_NE_1,186-37800,3-ISV3,1(37969-KHU_X0545_NE_4),,37969-KHU_X0545_NE_4,186-37969,3-ISV3,1(37800-KHU_G1473_NE_1),Hybrid(43Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,"[17685.000,18230.000]","[18695.000,19240.000]",XMC-2,XMC-2,TX low,TX high,17937.25,18947.25,"0E1,7MHz,256QAM","0E1,7MHz,256QAM",16,16,0.1,0,-10,-10,-51.8,-52,0.4,0,-0.3,-0.3,-48.7,-48.6,-53.7,-53.8,0,0,0,0,-,-,42.269,42.269,23200,5951,176,27,3385,1150,Enabled,Enabled,-54,-54,-59,-59,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,9411,-
l-1,,39112-KHU_R1508_NE_1,157-39112,3-ISV3,1(37962-KHU_X1378_NE_2),,37962-KHU_X1378_NE_2,186-37962,3-ISV3,1(39112-KHU_R1508_NE_1),Hybrid(43Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,"[17685.000,18230.000]","[18695.000,19240.000]",XMC-2,XMC-2,TX low,TX high,17937.25,18947.25,"1E1,7MHz,256QAM","1E1,7MHz,256QAM",18,18,0.1,0.2,-10,-10,-56,-55.1,0.2,0.2,-0.1,-0.1,-54.7,-53.5,-57.4,-56.4,1,1,0,0,0,0,40.215,40.215,20176,4559,144,16,2098,596,Enabled,Enabled,-54,-54,-59,-59,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,9414,-
l-1,,3110-DHK_R4649_NE_1,Sep-10,7-ISM6,1(9771-DHK_X1834_NE_1),,9771-DHK_X1834_NE_1,9-19771,9-ISM6,1(10301-DHK_R4649_NE_1),Hybrid(90Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,"[11205.000,11505.000]","[10675.000,10975.000]",XMC-3,XMC-3,TX high,TX low,11432,10902,"0E1,14MHz,256QAM","0E1,14MHz,256QAM",12,12,11.9,12.1,-10,-10,-45,-44.9,12.1,12.2,11.9,12,-43.1,-42.4,-47,-46.7,0,0,0,0,-,-,89.168,89.168,39601,7919,364,144,10490,2283,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,9435,-
l-1,,9482-CTG_X0004_NE_1,Sep-82,6-ISV3,1(780-CTG_X0545_NE_1),,780-CTG_X0545_NE_1,9-780,5-ISV3,1(781-CTG_X0004_NE_1),Hybrid(161Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,"[18695.000,19240.000]","[17685.000,18230.000]",XMC-2,XMC-2,TX high,TX low,18957.5,17947.5,"0E1,28MHz,128QAM","0E1,28MHz,128QAM",4,4,0.1,0,-10,-10,-42.7,-41.8,0.1,0.1,0,0,-42.7,-41.8,-43.1,-42.4,0,0,0,0,-,-,159.919,159.919,1,2,0,0,0,0,Enabled,Enabled,-52,-52,-57,-57,Disabled,Disabled,-,-,-,-,Enabled,Enabled,128QAM,128QAM,QPSKStrong,QPSKStrong,/,/,/,/,9442,-
l-5,,9457-CTG_X0079_NE_1,Sep-57,1-ISV3,1(CTG_X0548_NE_1),,778-CTG_X0548_NE_1,9-778,1-ISV3,1(4429-CTG_X0079_NE_1),Hybrid(136Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,"[37044.000,37632.000]","[38304.000,38892.000]",XMC-2,XMC-2,TX low,TX high,37128,38388,"0E1,28MHz,64QAM","0E1,28MHz,64QAM",0,0,0,0,-10,-10,-30.2,-30.5,0.1,0,0,0,-30.1,-30.3,-30.4,-30.5,0,0,0,0,-,-,135.193,135.193,17399,62974,423,403,6922,24970,Enabled,Enabled,-45,-45,-50,-50,Disabled,Disabled,-,-,-,-,Enabled,Enabled,64QAM,64QAM,QPSKStrong,QPSKStrong,/,/,/,/,9444,-
l-7,,9457-CTG_X0079_NE_1,Sep-57,4-ISV3,1(CTG_X0064_NE_1(M)),,798-CTG_X0064_NE_1,9-798,1-ISV3,1(4429-CTG_X0079_NE_1),Hybrid(136Mbit/s),-,1+1(HSB),1+1(HSB),1,1,Work Unit,Work Unit,Revertive,Revertive,Work Unit,Work Unit,-,-,-,-,-,-,-,-,-,-,11,11,"[10915.000,11215.000]","[11445.000,11745.000]",XMC-2,XMC-2,TX low,TX high,10989,11519,"0E1,28MHz,64QAM","0E1,28MHz,64QAM",18,18,12,12,-38.2,-38.2,-46.8,-46.9,12.1,13,12,12,-46.1,-46.3,-46.8,-46.9,0,0,0,0,-,-,135.193,135.193,28826,96361,565,603,7140,32213,Enabled,Enabled,-45,-45,-50,-50,Disabled,Disabled,-,-,-,-,Enabled,Enabled,64QAM,64QAM,QPSKStrong,QPSKStrong,/,/,/,/,9446,-
l-1,,544-CTG_R1819_NE_1,9-544,3-ISV3,1(CTG_X0064_NE_1),,798-CTG_X0064_NE_1,9-798,4-ISV3,1(544-CTG_R1819_NE_1),Hybrid(89Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,"[18695.000,19240.000]","[17685.000,18230.000]",XMC-2,XMC-2,TX high,TX low,18950.63,17940.63,"0E1,14MHz,256QAM","0E1,14MHz,256QAM",0,0,0,0,-10,-10,-34.5,-33.3,0,0,-0.1,0,-34.3,-33.1,-34.7,-33.3,0,0,0,0,-,-,88.203,88.203,38426,9826,130,202,10877,3201,Enabled,Enabled,-50,-50,-55,-55,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,9455,-
l-2,,5390-RAJ_X0729_NE_1,Sep-90,4-ISV3,1(8165-RAJ_G1727_NE_1),,8165-RAJ_G1727_NE_1,Sep-65,3-ISV3,1(5390-RAJ_X0729_NE_1),Hybrid(43Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,15,"[14921.000,15145.000]","[14501.000,14725.000]",XMC-2,XMC-2,TX high,TX low,15113.5,14693.5,"2E1,7MHz,256QAM","2E1,7MHz,256QAM",8,8,0,0,-10,-10,-52.1,-52.4,0.1,0.1,-0.1,-0.1,-50.1,-50.6,-52.1,-52.4,2,2,2,2,100,100,38.16,38.16,5455,33332,32,34,1197,5065,Enabled,Enabled,-54,-54,-59,-59,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,9458,-
l-1,,10375-CTG_R2214_NE_1,9-10375,3-ISM6,1(9210-CTG_X0022_NE_2),,9210-CTG_X0022_NE_2,Sep-10,4-ISM6,1(10375-CTG_R2214_NE_1),Hybrid(89Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,"[11205.000,11505.000]","[10675.000,10975.000]",XMC-2,XMC-2,TX high,TX low,11446,10916,"0E1,14MHz,256QAM","0E1,14MHz,256QAM",0,0,-4,-3.9,-10,-10,-37.6,-37.1,-3.8,-3.8,-4,-4,-37.1,-36.7,-37.6,-37.1,0,0,0,0,-,-,88.203,88.203,40203,11888,783,537,18031,4749,Enabled,Enabled,-51,-51,-56,-56,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,9459,-
l-1,,2017-BAR_X0308_NE_1,Sep-17,3-ISV3,1(BAR_X0080_NE_1),,2031-BAR_X0080_NE_1,Sep-31,4-ISV3,1(2017-BAR_X0308_NE_1),Hybrid(89Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,26,"[25557.000,25893.000]","[24549.000,24885.000]",XMC-2,XMC-2,TX high,TX low,25592,24584,"1E1,14MHz,256QAM","1E1,14MHz,256QAM",0,0,6.1,5.2,-10,-10,-50.6,-50.2,6.1,6.4,5.8,5.2,-49,-49.6,-50.6,-50.2,1,1,1,1,100,100,86.128,86.128,55170,9959,160,145,7449,2221,Enabled,Enabled,-48,-48,-53,-53,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,9461,-
l-2,,2030-BAR_X0109_NE_1,Sep-30,3-ISV3,1(BAR_X0080_NE_1),,2031-BAR_X0080_NE_1,Sep-31,5-ISV3,1(2030-BAR_X0109_NE_1),Hybrid(228Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,"[18695.000,19240.000]","[17685.000,18230.000]",XMC-2,XMC-2,TX high,TX low,18985,17975,"7E1,28MHz,1024QAMLight","7E1,28MHz,1024QAMLight",14,14,17,18.9,-10,-10,-58.9,-59.3,17,18.9,16.9,17,-55.2,-55,-58.9,-59.3,7,7,3,3,42.86,42.86,212.872,212.872,39765,13269,154,175,12807,4626,Enabled,Enabled,-43,-43,-48,-48,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,9462,-
l-1,,3428-CTG_X0484_NE_1,Sep-28,2-ISV3,1(5844-CTG_R1888_NE_1),,5844-CTG_R1888_NE_1,Sep-44,4-ISV3,1(3428-CTG_X0484_NE_1),Hybrid(54Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,"[10675.000,10975.000]","[11205.000,11505.000]",XMC-2,XMC-2,TX low,TX high,10898.5,11428.5,"0E1,7MHz,1024QAMLight","0E1,7MHz,1024QAMLight",11,11,8,10,-10,-10,-46.7,-47.9,9.1,10,6.9,8.1,-46.7,-45.9,-49.1,-49.5,0,0,0,0,-,-,53.699,53.699,6750,31126,96,96,1643,7139,Enabled,Enabled,-45,-45,-50,-50,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,9463,-
l-1,,40994-RAJ_G1876_NE_1,187-40994,3-ISV3,1(2110-RAJ_X0220_NE_1),,2110-RAJ_X0220_NE_1,Sep-10,6-ISV3,1(40994-RAJ_G1876_NE_1),Hybrid(101Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,"[11205.000,11505.000]","[10675.000,10975.000]",XMC-2,XMC-2,TX high,TX low,11432,10902,"0E1,14MHz,512QAMLight","0E1,14MHz,512QAMLight",8,8,-4,-4,-10,-10,-47.8,-47.5,-3.9,-3.9,-4,-4,-47.8,-47.5,-48.2,-48.1,0,0,0,0,-,-,100.143,100.143,44224,12017,793,215,11097,3181,Enabled,Enabled,-47,-47,-52,-52,Disabled,Disabled,-,-,-,-,Enabled,Enabled,512QAMLight,512QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,9464,-
l-1,,10568-DHK_R6004_NE_1,9-10568,3-ISV3,1(10567_DHK_X5570_NE_2),,10567-DHK_X5570_NE_2,9-10567,3-ISV3,1(10568-DHK_R6004_NE_1),Hybrid(43Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,"[10675.000,10975.000]","[11205.000,11505.000]",XMC-2,XMC-2,TX low,TX high,10926.5,11456.5,"0E1,7MHz,256QAM","0E1,7MHz,256QAM",13,13,13,13.1,-10,-10,-44.2,-43.3,13.1,13.1,13,13,-40.2,-39.2,-44.2,-43.3,0,0,0,0,-,-,42.269,42.269,29972,6048,184,36,3818,1069,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,9481,-
l-2,,44188-KHU_X0194_NE_2,193-44188,6-ISV3,1(44242-KHU_G1670_NE_1),,44242-KHU_G1670_NE_1,193-44242,3-ISV3,1(44188-KHU_X0194_NE_2),Hybrid(54Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,"[10915.000,11215.000]","[11445.000,11745.000]",XMC-2,XMC-2,TX low,TX high,11048.5,11578.5,"0E1,7MHz,1024QAMLight","0E1,7MHz,1024QAMLight",2,2,-4,-4,-10,-10,-48,-47.4,-3.9,-3.8,-4.1,-4,-46.5,-45.6,-48,-47.4,0,0,0,0,-,-,53.699,53.699,6920,29194,10,89,936,4386,Enabled,Enabled,-46,-46,-51,-51,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,9482,-
l-1,,44193-KHU_R1667_NE_1,193-44193,3-ISV3,1(44233-KHU_X0551_NE_2),,44233-KHU_X0551_NE_2,193-44233,3-ISV3,1(44193-KHU_R1667_NE_1),Hybrid(52Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,"[8171.000,8290.000]","[7905.000,8024.000]",XMC-2,XMC-2,TX high,TX low,8279.5,8013.5,"0E1,7MHz,1024QAM","0E1,7MHz,1024QAM",10,10,9.9,9.6,-10,-10,-42.9,-41.9,10,10.7,9.8,9.6,-41.4,-41.6,-42.9,-42,0,0,0,0,-,-,51.142,51.142,36427,6126,191,90,6368,1673,Enabled,Enabled,-40,-40,-45,-45,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAM,1024QAM,QPSKStrong,QPSKStrong,/,/,/,/,9485,-
l-1,,10075-DHK_X0561_NE_1,9-10075,7-ISM6,2(10209-DHK_X1659_NE_1),,10209-DHK_X1659_NE_1,9-10209,7-ISM6,2(10075-DHK_X0561_NE_1),Hybrid(219Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,"[8171.000,8290.000]","[7905.000,8024.000]",XMC-2,XMC-2,TX high,TX low,8241,7975,"0E1,28MHz,1024QAM","0E1,28MHz,1024QAM",20,20,20,20,-10,-10,-46.6,-46.4,20,20.1,19.9,19.8,-45.8,-45.4,-47.8,-47.3,0,0,0,0,-,-,218.154,218.154,84464,17573,901,438,26846,6702,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAM,1024QAM,QPSKStrong,QPSKStrong,/,/,/,/,9486,-
l-1,,44229-KHU_W1674_NE_1,9-44229,5-ISV3,1(10398-KHU_X0128_NE_2),,10398-KHU_X0128_NE_2,9-10398,3-ISM6,1(44229-KHU_W1674_NE_1),Hybrid(43Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,"[11205.000,11505.000]","[10675.000,10975.000]",XMC-2,XMC-2,TX high,TX low,11449.5,10919.5,"0E1,7MHz,256QAM","0E1,7MHz,256QAM",5,5,-4,-4,-10,-10,-49.6,-49.8,-3.9,-3.8,-4.1,-4.1,-49.6,-49.7,-50.7,-50.6,0,0,0,0,-,-,42.269,42.269,35627,7323,107,45,5763,1653,Enabled,Enabled,-56,-56,-61,-61,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,9491,-
l-1,,10075-DHK_X0561_NE_1,9-10075,7-ISM6,1(10076-DHK_X4612_NE_1),,10076-DHK_X4612_NE_1,9-10076,7-ISM6,1(10075-DHK_X0561_NE_1),Hybrid(105Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,15,"[14501.000,14725.000]","[14921.000,15145.000]",XMC-3,XMC-3,TX low,TX high,14711,15131,"0E1,14MHz,1024QAM","0E1,14MHz,1024QAM",14,14,14,13.9,-10,-10,-38.9,-38.8,14.2,14.2,14,13.9,-38.6,-36.9,-39.5,-38.8,0,0,0,0,-,-,104.232,104.232,10928,74211,243,/,4619,/,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAM,1024QAM,QPSKStrong,QPSKStrong,/,4096QAM,/,QPSKStrong,9494,-
l-2,,611-CTG_W0158_NE_1,9-611,4-ISV3,1(6406-CTG_W0083_NE_1_M),,6406-CTG_W0083_NE_1,Sep-06,3-ISV3,1(611-CTG_W0158_NE_1),Hybrid(89Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,15,"[14921.000,15145.000]","[14501.000,14725.000]",XMC-2,XMC-2,TX high,TX low,15117,14697,"0E1,14MHz,256QAM","0E1,14MHz,256QAM",5,5,0,-0.1,-10,-10,-47.6,-48.4,0,0.2,-0.2,-0.1,-46.3,-47.2,-47.6,-48.4,0,0,0,0,-,-,88.203,88.203,12387,42565,125,160,2309,9030,Enabled,Enabled,-53,-53,-58,-58,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,9498,-
l-1,,5864-RAJ_X0284_NE_1,Sep-64,2-ISV3,1(RAJ_G1734_NE_1),,6706-RAJ_G1734_NE_1,Sep-06,3-ISV3,1(5864-RAJ_X0284_NE_1),Hybrid(17Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,"[10915.000,11215.000]","[11445.000,11745.000]",XMC-2,XMC-2,TX low,TX high,10976.75,11506.75,"0E1,3.5MHz,128QAM","0E1,3.5MHz,128QAM",16,16,5.1,6.1,-10,-10,-53,-54,5.1,6.1,4.8,2.8,-53,-54,-56,-55.4,0,0,0,0,-,-,16.875,16.875,1557,3128,152,69,614,943,Enabled,Enabled,-52,-52,-57,-57,Disabled,Disabled,-,-,-,-,Enabled,Enabled,128QAM,128QAM,QPSKStrong,QPSKStrong,/,/,/,/,9499,-
l-1,,25224-DHK_X3432_NE_3,191-25224,7-ISM6,2(44238_DHK_G5375_NE_1),,44238-DHK_G5375_NE_1,193-44238,5-ISM6,1(25224-DHK_X3432_NE_3),Hybrid(52Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,"[11445.000,11745.000]","[10915.000,11215.000]",XMC-2,XMC-2,TX high,TX low,11515.5,10985.5,"0E1,7MHz,1024QAM","0E1,7MHz,1024QAM",15,15,15.2,15,-10,-10,-40.4,-39.9,15.4,15.3,14.9,15,-40.1,-39.8,-41.8,-41.3,0,0,0,0,-,-,51.491,51.491,3754,25043,22,240,951,4971,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAM,1024QAM,QPSKStrong,QPSKStrong,/,/,/,/,9500,-
l-2,,44305-RAJ_G1831_NE_1,193-44305,3-ISV3,1(4649-RAJ_X0233_NE_1),,4649-RAJ_X0233_NE_1,Sep-49,3-ISV3,1(44305_RAJ_G1831_NE_1),Hybrid(54Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,"[18695.000,19240.000]","[17685.000,18230.000]",XMC-2,XMC-2,TX high,TX low,19005,17995,"0E1,7MHz,1024QAMLight","0E1,7MHz,1024QAMLight",1,1,0,0,-10,-10,-44.9,-42.4,0.4,0.1,0,-0.2,-44,-41.5,-44.9,-42.4,0,0,0,0,-,-,53.699,53.699,49821,12423,963,189,6289,1257,Enabled,Enabled,-56,-56,-61,-61,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSK,QPSK,/,/,/,/,9501,-
l-3,,10125-DHK_X3787_NE_1,9-10125,3-ISM6,1(44236-DHK_R5351_NE_1),,44236-DHK_R5351_NE_1,193-44236,5-ISV3,1(10125-DHK_X3787_NE_1),Hybrid(43Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,"[10915.000,11215.000]","[11445.000,11745.000]",XMC-2,XMC-2,TX low,TX high,11027.5,11557.5,"0E1,7MHz,256QAM","0E1,7MHz,256QAM",8,8,8.1,8.1,-10,-10,-41.2,-41.1,8.2,8.2,7.9,7.9,-41.2,-41.1,-43.6,-43.6,0,0,0,0,-,-,42.269,42.269,10991,/,178,/,3792,/,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSK,QPSK,/,/,/,/,9502,-
l-1,,44240-DHK_R5358_NE_1,193-44240,6-ISV3,1(10079-DHK_X2615_NE_1),,10079-DHK_X2615_NE_1,9-10079,7-ISM6,2(44240-DHK_R5358_NE_1),Hybrid(43Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,"[10915.000,11215.000]","[11445.000,11745.000]",XMC-2,XMC-2,TX low,TX high,10978.5,11508.5,"0E1,7MHz,256QAM","0E1,7MHz,256QAM",4,4,4,4,-10,-10,-40.2,-40.5,4.1,4.2,3.9,4,-39.5,-39.2,-40.2,-40.5,0,0,0,0,-,-,42.269,42.269,37046,5783,190,41,7596,1561,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,9503,-
l-2,,2425-CTG_X0505_NE_1,Sep-25,1-ISV3,1(29236-CTG_R2021_NE_1),,29236-CTG_R2021_NE_1,168-29236,3-ISV3,1(2425-CTG_X0505_NE_1),Hybrid(109Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,26,"[24549.000,24885.000]","[25557.000,25893.000]",XMC-2,XMC-2,TX low,TX high,24626,25634,"0E1,14MHz,1024QAMLight","0E1,14MHz,1024QAMLight",12,12,0,10,-10,-10,-27.5,-47.5,10,10.1,0,8,-27.5,-45.4,-49.1,-49.7,0,0,0,0,-,-,108.702,108.702,12013,42974,271,436,5404,18303,Enabled,Enabled,-45,-45,-50,-50,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,9505,-
