Link Name,Source Physical Location,Source NE Name,Source NE ID,Source Board,Source Port,Sink Physical Location,Sink NE Name,Sink NE ID,Sink Board,Sink Port,Level,Up and down Rate Ratio(TX:RX),Source Protect Type,Sink Protect Type,Source Protection Group ID,Sink Protection Group ID,Source Protect Unit Type,Sink Protect Unit Type,Source Revertive Mode,Sink Revertive Mode,Source Protection Group Active Work Unit,Sink Protection Group Active Work Unit,Source XPIC Group ID,Sink XPIC Group ID,Source XPIC Group Capacity (Mbit/s),Sink XPIC Group Capacity (Mbit/s),Source XPIC Polarization Direction,Sink XPIC Polarization Direction,Source XPIC Adjoin NEID,Sink XPIC Adjoin NEID,Source XPIC Adjoin LinkID,Sink XPIC Adjoin LinkID,Source Frequency(GHz),Sink Frequency(GHz),Source ODU Frequency Range(MHz),Sink ODU Frequency Range(MHz),Source Equipment Infomation,Sink Equipment Infomation,Source Station Type,Sink Station Type,Source NE Frequency (MHz),Sink NE Frequency (MHz),Source NE Radio Work Mode,Sink NE Radio Work Mode,Source NE Preset Value of Transmit Power,Sink NE Preset Value of Transmit Power,Source NE Current Value of Transmit Power,Sink NE Current Value of Transmit Power,Source NE Preset Value of Receive Power,Sink NE Preset Value of Receive Power,Source NE Current Value of Receive Power,Sink NE Current Value of Receive Power,Source NE Max Value of Transmit Power of 24-Hour PM,Sink NE Max Value of Transmit Power of 24-Hour PM,Source NE Min Value of Transmit Power of 24-Hour PM,Sink NE Min Value of Transmit Power of 24-Hour PM,Source NE Max Value of Receive Power of 24-Hour PM,Sink NE Max Value of Receive Power of 24-Hour PM,Source NE Min Value of Receive Power of 24-Hour PM,Sink NE Min Value of Receive Power of 24-Hour PM,Source NE Guaranteed E1 Capacity,Sink NE Guaranteed E1 Capacity,Source NE Occupied E1 Capacity,Sink NE Occupied E1 Capacity,Source NE E1 Capacity Usage (%),Sink NE E1 Capacity Usage (%),Source NE Ethernet Capacity (Mbit/s),Sink NE Ethernet Capacity (Mbit/s),Source NE Max. Ethernet Throughput (kbps),Sink NE Max. Ethernet Throughput (kbps),Source NE Min. Ethernet Throughput (kbps),Sink NE Min. Ethernet Throughput (kbps),Source NE Average Ethernet Throughput (kbps),Sink NE Average Ethernet Throughput (kbps),Source NE ATPC Enable Status,Sink NE ATPC Enable Status,Source NE ATPC Upper Threshold,Sink NE ATPC Upper Threshold,Source NE ATPC Lower Threshold,Sink NE ATPC Lower Threshold,Source NE ATPC Automatic Threshold Enable Status,Sink NE ATPC Automatic Threshold Enable Status,Source NE ATPC Upper Automatic Threshold,Sink NE ATPC Upper Automatic Threshold,Source NE ATPC Lower Automatic Threshold,Sink NE ATPC Lower Automatic Threshold,Source NE AM Status,Sink NE AM Status,Source AM Full Capacity Modulation Format,Sink AM Full Capacity Modulation Format,Source AM Guaranteed Capacity Modulation Format,Sink AM Guaranteed Capacity Modulation Format,Highest-Order AM Scheme for Source NE,Highest-Order AM Scheme for Sink NE,Lowest-Order AM Scheme for Source NE,Lowest-Order AM Scheme for Sink NE,Link ID,Site Distance
l-1,,3090-DHK_X9006_NE_2,Sep-90,7-ISV3,1(3500-DHK_R6987_NE_1),,794-DHK_R6987_NE_1,9-794,3-ISV3,1(3090-DHK_X9006_NE_2),Hybrid(109Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,"[37044.000,37632.000]","[38304.000,38892.000]",XMC-2,XMC-2,TX low,TX high,37121,38381,"0E1,14MHz,1024QAMLight","0E1,14MHz,1024QAMLight",0,0,0,0,-10,-10,-28.5,-28.3,0,0,0,0,-28,-27.6,-28.5,-28.3,0,0,0,0,-,-,108.702,108.702,19619,53192,0,0,2324,10351,Enabled,Enabled,-44,-44,-49,-49,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,21174,-
l-5,,5461-DHK_X1626_NE_1,Sep-12,1-ISV3,1(DHK_X9002_NE_2),,2324-DHK_X9002_NE_2,Sep-24,12-ISV3,1(DHK_X1626_NE_1),Hybrid(228Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,15,"[14501.000,14725.000]","[14921.000,15145.000]",XMC-2,XMC-2,TX low,TX high,14704,15124,"0E1,28MHz,1024QAMLight","0E1,28MHz,1024QAMLight",14,14,4.4,2,-10,-10,-43.1,-42.3,4.5,2.1,4.3,2,-42.8,-41.8,-43.6,-42.6,0,0,0,0,-,-,227.398,227.398,/,49489,/,1179,/,17237,Enabled,Enabled,-40,-40,-45,-45,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,21175,-
l-1,,3633-DHK_X0433_NE_1,Sep-33,5-ISV3,1(4270-DHK_R4025_NE_1),,4270-DHK_R4025_NE_1,Sep-70,3-ISV3,1(3633-DHK_X0433_NE_1),Hybrid(104Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,"[37044.000,37632.000]","[38304.000,38892.000]",XMC-3,XMC-2,TX low,TX high,37121,38381,"0E1,14MHz,1024QAM","0E1,14MHz,1024QAM",0,0,-10,0,-10,-10,-37.6,-43.9,-10,0.1,-10,0,-37.3,-42.7,-37.7,-43.9,0,0,0,0,-,-,103.541,103.541,/,/,/,/,/,/,Enabled,Enabled,-42,-42,-47,-47,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAM,1024QAM,QPSKStrong,QPSKStrong,/,/,/,/,21176,-
l-2,,4572-DHK_X1954_NE_2,Sep-72,6-ISV3,1(4339-DHK_X5598_NE_1),,4339-DHK_X5598_NE_1,Sep-39,4-ISV3,1(4572-DHK_X1954_NE_2),Hybrid(109Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,"[10915.000,11215.000]","[11445.000,11745.000]",XMC-2,XMC-2,TX low,TX high,11038,11568,"0E1,14MHz,1024QAMLight","0E1,14MHz,1024QAMLight",15,15,7.1,7.9,-10,-10,-46.3,-46.7,7.1,8,5.1,7.9,-46.3,-46.7,-48.1,-48.7,0,0,0,0,-,-,108.702,108.702,/,89579,/,856,/,30253,Enabled,Enabled,-45,-45,-50,-50,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,21177,-
BSC Tertiary Protection Link,,60-DHK_X2097_NE_1,Sep-60,6-ISV3,1(64-DHK_X1131_NE_1),,64-DHK_X1131_NE_1,Sep-64,2-ISV3,1(60-DHK_X2097_NE_1),Hybrid(210Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,15,"[14921.000,15145.000]","[14501.000,14725.000]",XMC-2,XMC-2,TX high,TX low,15124,14704,"0E1,28MHz,512QAMLight","0E1,28MHz,512QAMLight",5,5,3,3.8,-10,-10,-41.2,-42.3,3,3.8,0.8,0.9,-41.2,-42.3,-42.9,-44,0,0,0,0,-,-,209.371,209.371,/,/,/,/,/,/,Enabled,Enabled,-40,-40,-45,-45,Disabled,Disabled,-,-,-,-,Enabled,Enabled,512QAMLight,512QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,21178,-
BSC Tertiary Protection Link,,64-DHK_X1131_NE_1,Sep-64,4-ISV3,1(51-DHK_X2969_NE_1),,51-DHK_X2969_NE_1,Sep-51,6-ISV3,1(64-DHK_X1131_NE_1),Hybrid(210Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,26,"[25557.000,25893.000]","[24549.000,24885.000]",XMC-2,XMC-2,TX high,TX low,25599,24591,"0E1,28MHz,512QAMLight","0E1,28MHz,512QAMLight",0,0,2.2,2,-10,-10,-40.6,-40.7,2.2,2,0,0,-40.6,-40.6,-42.6,-42.1,0,0,0,0,-,-,209.371,209.371,/,/,/,/,/,/,Enabled,Enabled,-40,-40,-45,-45,Disabled,Disabled,-,-,-,-,Enabled,Enabled,512QAMLight,512QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,21179,-
l-1,,121-DHK_X3374_NE_1,9-121,3-ISV3,1(7447-DHK_X9016_NE_2),,7447-DHK_X9016_NE_2,Sep-47,9-ISV3,1(121-DHK_X3374_NE_1),Hybrid(89Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,26,"[24549.000,24885.000]","[25557.000,25893.000]",XMC-2,XMC-2,TX low,TX high,24612,25620,"0E1,14MHz,256QAM","0E1,14MHz,256QAM",3,3,0,0.1,-10,-10,-40,-40.5,0.1,0.1,0,0,-39.5,-40.3,-40,-40.7,0,0,0,0,-,-,88.203,88.203,56937,/,234,/,8222,/,Enabled,Enabled,-46,-46,-51,-51,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,256QAM,/,QPSKStrong,/,21180,-
BSC Tertiary Protection Link,,42-DHK_X3757_NE_1,Sep-42,4-ISV3,1(30-DHK_X0593_NE_1),,30-DHK_X0593_NE_1,30-Sep,4-ISV3,1(42-DHK_X3757_NE_1),Hybrid(210Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,26,"[24549.000,24885.000]","[25557.000,25893.000]",XMC-2,XMC-2,TX low,TX high,24591,25599,"0E1,28MHz,512QAMLight","0E1,28MHz,512QAMLight",0,0,0,0,-10,-10,-38.2,-38.8,0.1,0.1,0,0,-38.1,-38.7,-38.4,-38.9,0,0,0,0,-,-,209.371,209.371,0,/,0,/,0,/,Enabled,Enabled,-40,-40,-45,-45,Disabled,Disabled,-,-,-,-,Enabled,Enabled,512QAMLight,512QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,21182,-
l-1,,8599-DHK_X3821_NE_2,Sep-99,4-ISV3,1(7104-DHK_G4668_NE_1),,7104-DHK_G4668_NE_1,Sep-04,3-ISV3,1(8599-DHK_X3821_NE_2),Hybrid(101Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,"[18695.000,19240.000]","[17685.000,18230.000]",XMC-2,XMC-2,TX high,TX low,18991.875,17981.875,"0E1,14MHz,512QAMLight","0E1,14MHz,512QAMLight",15,15,7.5,8.9,-10,-10,-44.7,-47,9.5,8.9,7.5,7.5,-44.1,-43.6,-47.2,-47,0,0,0,0,-,-,100.143,100.143,/,90992,/,230,/,21279,Enabled,Enabled,-43,-43,-48,-48,Disabled,Disabled,-,-,-,-,Enabled,Enabled,512QAMLight,512QAMLight,QPSKStrong,QPSKStrong,/,256QAM,/,QPSKStrong,21183,-
MiniHub Protection,,7276-DHK_X2593_NE_1,Sep-76,3-ISV3,1(2091-DHK_X0156_NE_1),,2091-DHK_X0156_NE_1,Sep-91,5-ISV3,1(7276-DHK_X2593_NE_1),Hybrid(228Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,26,"[24549.000,24885.000]","[25557.000,25893.000]",XMC-2,XMC-2,TX low,TX high,24591,25599,"2E1,28MHz,1024QAMLight","2E1,28MHz,1024QAMLight",4,4,0.1,0,-10,-10,-38.4,-39.2,0.1,0.1,0,0,-38,-39.2,-38.9,-39.8,2,2,0,0,0,0,223.248,223.248,98140,/,153,/,26137,/,Enabled,Enabled,-40,-40,-45,-45,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,21184,-
MiniHub Protection,,7276-DHK_X2593_NE_1,Sep-76,4-ISV3,1(2088-DHK_X0237_NE_1),,2088-DHK_X0237_NE_1,Sep-88,4-ISV3,1(7276-DHK_X2593_NE_1),Hybrid(228Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,"[37044.000,37632.000]","[38304.000,38892.000]",XMC-2,XMC-2,TX low,TX high,37128,38388,"0E1,28MHz,1024QAMLight","0E1,28MHz,1024QAMLight",0,0,0.1,0,-10,-10,-29.6,-29.6,0.2,0,0,-0.1,-29.5,-29.3,-29.8,-29.7,0,0,0,0,-,-,227.398,227.398,/,358,/,0,/,0,Enabled,Enabled,-40,-40,-45,-45,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,1024QAMLight,/,QPSKStrong,21185,-
l-1,,495-DHK_X0186_NE_1,9-495,5-ISV3,1(517-DHK_X3890_NE_1),,517-DHK_X3890_NE_1,113-517,3-ISV3,1(495-DHK_X0186_NE_1),Hybrid(54Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,"[38304.000,38892.000]","[37044.000,37632.000]",XMC-3,XMC-3,TX high,TX low,38426.5,37166.5,"0E1,7MHz,1024QAMLight","0E1,7MHz,1024QAMLight",0,0,-10,-10,-10,-10,-41.4,-40.6,-10,/,-10,/,-39.8,/,-41.4,/,0,0,0,0,-,-,53.699,53.699,/,/,/,/,/,/,Enabled,Disabled,-45,-,-50,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,21186,-
l-3,,3897-DHK_X2238_NE_1,Sep-97,3-ISV3,1(1821-DHK_X3439_NE_1),,1821-DHK_X3439_NE_1,9-1821,8-ISV3,1(DHK_X2238_NE_1),Hybrid(43Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,"[17685.000,18230.000]","[18695.000,19240.000]",XMC-3,XMC-2,TX low,TX high,17967,18977,"0E1,7MHz,256QAM","0E1,7MHz,256QAM",10,10,-0.5,0,-10,-10,-40.7,-42.5,0.2,0.1,-0.5,-0.3,-40.2,-41.3,-40.7,-42.5,0,0,0,0,-,-,42.269,42.269,81,413,0,0,0,0,Enabled,Enabled,-40,-40,-45,-45,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,21187,-
l-2,,3270-DHK_R7013_NE_1,Sep-70,4-ISV3,1(474-DHK_R0411_NE_1),,474-DHK_R0411_NE_1,9-474,6-ISV3,1(3270-DHK_R7013_NE_1),Hybrid(104Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,26,"[24549.000,24885.000]","[25557.000,25893.000]",XMC-2,XMC-2,TX low,TX high,24626,25634,"0E1,14MHz,1024QAM","0E1,14MHz,1024QAM",0,0,0,0,-10,-10,-30.1,-30.7,0.1,0.1,0,0,-30.1,-30.7,-33.1,-32.9,0,0,0,0,-,-,103.541,103.541,34590,/,814,/,6818,/,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAM,1024QAM,QPSKStrong,QPSKStrong,/,/,/,/,21192,-
E-Band,,32112-DHK_X3757_NE_4(E-Band),155-32112,1-MXUF4,1(IF),,31848-DHK_X0173_NE_2(E-Band),155-31848,1-MXUF4,1(IF),Hybrid(1107Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,81,81,"[81000.000,86000.000]","[71000.000,76000.000]",/,/,TX high,TX low,82500,72500,"-,250MHz,64QAM","-,250MHz,64QAM",0,0,0.2,0,-23,-23,-40.9,-37.5,0.2,0.2,-0.2,-0.1,-40,-36.6,-40.9,-37.5,/,/,/,/,/,/,1102.915,1102.915,0,0,0,0,0,0,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,64QAM,64QAM,QPSKStrong_250M,QPSKStrong_250M,/,/,/,/,21193,-
l-2,,845-DHK_X0084_NE_1,9-845,2-ISV3,1(39287-DHK_R7006_NE_1),,39287-DHK_R7006_NE_1,157-39287,3-ISV3,1(845-DHK_X0084_NE_1),Hybrid(109Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,26,"[24549.000,24885.000]","[25557.000,25893.000]",XMC-2,XMC-2,TX low,TX high,24584,25592,"0E1,14MHz,1024QAMLight","0E1,14MHz,1024QAMLight",0,0,0,0,-10,-10,-31,-30.3,0.1,/,0,/,-30.9,/,-31.3,/,0,0,0,0,-,-,108.702,108.702,/,/,/,/,/,/,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,21210,-
l-3,,9481-DHK_R0925_NE_1,Sep-81,3-ISV3,1(38147-DHK_R6799_NE_1),,38147-DHK_R6799_NE_1,198-38147,3-ISV3,1(9481-DHK_R0925_NE_1),Hybrid(104Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,26,"[25557.000,25893.000]","[24549.000,24885.000]",XMC-2,XMC-2,TX high,TX low,25592,24584,"0E1,14MHz,1024QAM","0E1,14MHz,1024QAM",0,0,0,0,-10,-10,-36.9,-36.5,0,/,0,/,-36.6,/,-37,/,0,0,0,0,-,-,103.541,103.541,/,/,/,/,/,/,Enabled,Enabled,-40,-40,-45,-45,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAM,1024QAM,QPSKStrong,QPSKStrong,/,/,/,/,21212,-
l-4,,37868-DHK_X0830_NE_2,222-37868,5-ISV3,1(34738-DHK_R7121_NE_1),,34738-DHK_R7121_NE_1,197-34738,4-ISV3,1(37868-DHK_X0830_NE_2),Hybrid(104Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,26,"[24549.000,24885.000]","[25557.000,25893.000]",XMC-2,XMC-2,TX low,TX high,24584,25592,"0E1,14MHz,1024QAM","0E1,14MHz,1024QAM",0,0,0.1,0,-10,-10,-31.3,-32.3,0.1,0.1,0,0,-31.1,-31.8,-31.5,-33,0,0,0,0,-,-,103.541,103.541,/,/,/,/,/,/,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAM,1024QAM,QPSKStrong,QPSKStrong,/,/,/,/,21214,-
l-5,,38135-DHK_R7082_NE_1,198-38135,3-ISV3,1(5421-DHK_X0849_NE_1),,5421-DHK_X0849_NE_1,Sep-21,4-ISV3,1(38135-DHK_R7082_NE_1),Hybrid(109Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,/,26,"[24549.000,24885.000]","[25557.000,25893.000]",/,XMC-2,/,TX high,24584,25592,"0E1,14MHz,1024QAMLight","0E1,14MHz,1024QAMLight",0,0,0,0,-10,-10,-24.3,-23,0.1,0.1,0,0,-24.3,-23,-35.5,-33.1,0,0,0,0,-,-,108.702,108.702,/,/,/,/,/,/,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,1024QAM,1024QAM,/,/,/,/,21216,-
l-2,,4275-DHK_X1903_NE_2,Sep-75,2-ISV3,1(4304-DHK_R7105_NE_1),,4304-DHK_R7105_NE_1,Sep-04,4-ISV3,1(4275-DHK_X1903_NE_2),Hybrid(104Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,26,"[25557.000,25893.000]","[24549.000,24885.000]",XMC-2,XMC-2,TX high,TX low,25634,24626,"0E1,14MHz,512QAMLight","0E1,14MHz,512QAMLight",0,0,0,0,-10,-10,-75.4,-35.9,0.1,0.1,0,0,-36,-35.5,-75.4,-36.5,0,0,0,0,-,-,100.143,100.143,/,61875,/,747,/,14341,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,512QAMLight,512QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,21217,-
l-6,,1240-DHK_R6667_NE_1,9-1240,4-ISV3,1(455-DHK_X0470_NE_1),,455-DHK_X0470_NE_1,9-455,6-ISV3,1(1240-DHK_R6667_NE_1),Hybrid(104Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,26,"[25557.000,25893.000]","[24549.000,24885.000]",XMC-2,XMC-2,TX high,TX low,25634,24626,"0E1,14MHz,1024QAM","0E1,14MHz,1024QAM",5,5,4,4,-10,-10,-41.3,-41.2,4,4,3,2,-41.3,-41.2,-42.9,-42.3,0,0,0,0,-,-,103.541,103.541,42086,/,174,/,13599,/,Enabled,Enabled,-40,-40,-45,-45,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAM,1024QAM,QPSKStrong,QPSKStrong,/,/,/,/,21218,-
l-7,,34861-DHK_R7078_NE_1,194-34861,4-ISV3,1(6205-DHK_X2136_NE_2),,6205-DHK_X2136_NE_2,Sep-05,5-ISV3,1(34861-DHK_R7078_NE_1),Hybrid(104Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,26,"[24549.000,24885.000]","[25557.000,25893.000]",XMC-2,XMC-2,TX low,TX high,24584,25592,"0E1,14MHz,1024QAM","0E1,14MHz,1024QAM",0,0,0.1,0,-10,-10,-37.6,-37.5,0.2,0,0,0,-37,-37,-37.8,-37.5,0,0,0,0,-,-,103.541,103.541,/,/,/,/,/,/,Enabled,Enabled,-40,-40,-45,-45,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAM,1024QAM,QPSKStrong,QPSKStrong,/,/,/,/,21219,-
l-8,,725-DHK_X9007_NE_2,9-725,7-ISV3,1(3525-DHK_R7100_NE_1),,3525-DHK_R7100_NE_1,Sep-25,3-ISV3,1(725-DHK_X9007_NE_2),Hybrid(104Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,26,"[24549.000,24885.000]","[25557.000,25893.000]",XMC-2,XMC-2,TX low,TX high,24584,25592,"0E1,14MHz,1024QAMLight","0E1,14MHz,1024QAMLight",0,0,0,0,-10,-10,-30.9,-31.1,0.1,0,0,0,-30.4,-30.5,-30.9,-31.1,0,0,0,0,-,-,108.702,108.702,/,37456,/,848,/,10119,Enabled,Enabled,-40,-40,-45,-45,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,21220,-
l-9,,1234-DHK_R7119_NE_1,9-1234,3-ISV3,1(4565-DHK_X0314_NE_2),,4565-DHK_X0314_NE_2,Sep-65,6-ISV3,1(1234-DHK_R7119_NE_1),Hybrid(104Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,26,"[24549.000,24885.000]","[25557.000,25893.000]",XMC-2,XMC-2,TX low,TX high,24584,25592,"0E1,14MHz,1024QAM","0E1,14MHz,1024QAM",0,0,0,0.1,-10,-10,-24,-24.1,0.1,0.2,0,0,-23.5,-24,-24.7,-24.5,0,0,0,0,-,-,103.541,103.541,/,/,/,/,/,/,Enabled,Enabled,-44,-44,-49,-49,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAM,1024QAM,QPSKStrong,QPSKStrong,/,/,/,/,21221,-
VSDM Protection,,60-DHK_X2097_NE_1,Sep-60,4-ISV3,1(948-DHK_X1828_NE_1),,948-DHK_X1828_NE_1,9-948,6-ISV3,1(60-DHK_X2097_NE_1),Hybrid(210Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,"[38304.000,38892.000]","[37044.000,37632.000]",XMC-3,XMC-3,TX high,TX low,38388,37128,"0E1,28MHz,512QAMLight","0E1,28MHz,512QAMLight",0,0,-10,-9.8,-10,-10,-37.4,-38.7,-10,-9.8,-10,-10,-37.1,-38,-37.8,-38.7,0,0,0,0,-,-,209.371,209.371,0,1,0,0,0,0,Enabled,Enabled,-44,-44,-49,-49,Disabled,/,-,/,-,/,Enabled,Enabled,512QAMLight,512QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,21225,-
l-1,,2189-DHK_X0722_NE_1,Sep-89,2-ISV3,1(3931-EC19_NE_3),,3931-EC19_NE_3,Sep-31,8-ISV3,1(2189-DHK_X0722_NE_1),Hybrid(109Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,15,"[14501.000,14725.000]","[14921.000,15145.000]",XMC-3,XMC-2,TX low,TX high,14711,15131,"0E1,14MHz,1024QAMLight","0E1,14MHz,1024QAMLight",15,15,9.1,6.6,-10,-10,-46.3,-44.4,9.4,7.6,9,6.6,-45,-43.9,-46.3,-44.6,0,0,0,0,-,-,108.702,108.702,/,/,/,/,/,/,Enabled,Enabled,-43,-43,-48,-48,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,21226,-
l-1,,34836-DHK_R2807_NE_1,194-34836,4-ISV3,1(2235-DHK_X1161_NE_1),,2235-DHK_X1161_NE_1,Sep-35,3-ISV3,1(2189-DHK_R2807_NE_1),Hybrid(109Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,26,"[24549.000,24885.000]","[25557.000,25893.000]",XMC-2,XMC-2,TX low,TX high,24612,25620,"0E1,14MHz,1024QAMLight","0E1,14MHz,1024QAMLight",0,0,0,0,-10,-10,-30.4,-30.8,0,0,0,0,-30.3,-30.7,-30.7,-31.1,0,0,0,0,-,-,108.702,108.702,29263,77901,563,501,5502,23921,Enabled,Enabled,-45,-45,-50,-50,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,21227,-
l-1,,2388-DHK_X0733_NE_2,Sep-88,4-ISV3,1(1771-DHK_X0311_NE_1),,1771-DHK_X0311_NE_1,9-1771,3-ISV3,1(2388-DHK_X0733_NE_2),Hybrid(54Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,"[38304.000,38892.000]","[37044.000,37632.000]",XMC-2,XMC-2,TX high,TX low,38426.5,37166.5,"0E1,7MHz,1024QAMLight","0E1,7MHz,1024QAMLight",0,0,0.1,0,-10,-10,-32.5,-31.4,0.3,0.1,0.1,0,-32.2,-31,-32.5,-31.4,0,0,0,0,-,-,53.699,53.699,/,53695,/,113,/,7318,Enabled,Enabled,-45,-45,-50,-50,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,256QAM,/,QPSKStrong,21228,-
l-1,,3931-EC19_NE_3,Sep-31,7-ISV3,1(3918-DHK_M1205_NE_1),,3918-DHK_M1205_NE_1,Sep-18,3-ISV3,1(3931-EC19_NE_3),Hybrid(54Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,/,18,"[18695.000,19240.000]","[17685.000,18230.000]",/,XMC-2,/,TX high,18954.25,17944.25,"0E1,7MHz,1024QAMLight","0E1,7MHz,1024QAMLight",5,5,4.5,5.5,-10,-10,-43.1,-44.5,5.7,5.5,4.5,4.8,-43.1,-43,-43.5,-44.5,0,0,0,0,-,-,53.699,53.699,/,28258,/,0,/,2453,Enabled,Enabled,-42,-42,-47,-47,/,Disabled,/,-,/,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,256QAM,/,QPSKStrong,21229,-
